-2.036661137764190620e-03,8.850374714317490836e-04,0.000000000000000000e+00,-1.229778410637046709e-01,-4.052090233356902410e-02,9.976595955338899424e-01,3.590338677743508335e-04,-3.687482724692549090e-04,0.000000000000000000e+00,1.556679249850259072e-01,5.081588026972765765e-02,7.835625295129614032e-03,5.235963831419579613e-03,1.745304441368909993e-03,9.999847691815925144e-01,1.806049072741393857e+01,5.151839593120967640e-05,-6.072886773833937923e-05,0.000000000000000000e+00
-2.024663980040888617e-03,8.727114072896541242e-04,0.000000000000000000e+00,-1.177871847817259648e-01,-3.882526167340061285e-02,9.979051089640073036e-01,3.607425627208841004e-04,-3.707533444748976957e-04,0.000000000000000000e+00,1.557677282215461367e-01,5.091872392623036231e-02,6.923960001606752762e-03,1.047178411624579211e-02,3.490460020591859298e-03,9.999390773573495483e-01,1.806028925890513648e+01,5.126084839600153687e-05,-6.015216016928438673e-05,0.000000000000000000e+00
-2.012610045245531026e-03,8.603188745751317148e-04,0.000000000000000000e+00,-1.125932770453375031e-01,-3.712627024344109655e-02,9.981202461184535135e-01,3.624427514242775476e-04,-3.727393105103554618e-04,0.000000000000000000e+00,1.558632522204198012e-01,5.101717291500508511e-02,6.011991532930732046e-03,1.570731731182067187e-02,5.235317883555583481e-03,9.998629264201787104e-01,1.806008957681548921e+01,5.100566110180315373e-05,-5.957898106373490737e-05,0.000000000000000000e+00
-2.000499619496023691e-03,8.478605126149502472e-04,0.000000000000000000e+00,-1.073962604532058412e-01,-3.542407453462364381e-02,9.983049982887067797e-01,3.641343440155370929e-04,-3.747060762341864848e-04,0.000000000000000000e+00,1.559544942407315726e-01,5.111122178185760478e-02,5.099757463224366752e-03,2.094241988335695734e-02,6.979729192211804253e-03,9.997563195248292400e-01,1.805989192566030965e+01,5.074777773778456146e-05,-5.900297171493195010e-05,0.000000000000000000e+00
-1.988332991821727819e-03,8.353369638932474448e-04,0.000000000000000000e+00,-1.021962776849223431e-01,-3.371882120672985150e-02,9.984593580142504532e-01,3.658172534421314827e-04,-3.766535428592103431e-04,0.000000000000000000e+00,1.560414516439354027e-01,5.120086529952647125e-02,4.187295399390544674e-03,2.617694830787314908e-02,8.723545132608728769e-03,9.996192610877434603e-01,1.805969631484401106e+01,5.048728279783068479e-05,-5.842399875071841938e-05,0.000000000000000000e+00
-1.976110454245365387e-03,8.227488742272464663e-04,0.000000000000000000e+00,-9.699347149765269460e-02,-3.201065708089757128e-02,9.985833190766653100e-01,3.674913843721150375e-04,-3.785816045783753857e-04,0.000000000000000000e+00,1.561241218933534514e-01,5.128609846675501877e-02,3.274642999048270244e-03,3.141075907812829193e-02,1.046661692292133461e-02,9.994517567868519414e-01,1.805950275472843813e+01,5.022392789950625808e-05,-5.784185157495111635e-05,0.000000000000000000e+00
-1.963832302014692326e-03,8.100968930084935992e-04,0.000000000000000000e+00,-9.178798472321300639e-02,-3.029972913258374353e-02,9.986768764952754784e-01,3.691566350309980426e-04,-3.804901473159593827e-04,0.000000000000000000e+00,1.562025025538538725e-01,5.136691650755596111e-02,2.361837985761173955e-03,3.664370870655627582e-02,1.220879582148005557e-02,9.992538135613086014e-01,1.805931125649226487e+01,4.995751976648948146e-05,-5.725628212752050536e-05,0.000000000000000000e+00
-1.951498833838904469e-03,7.973816734954437694e-04,0.000000000000000000e+00,-8.657996026624997787e-02,-2.858618448568894105e-02,9.987400265223047580e-01,3.708128950207036415e-04,-3.823790467374081257e-04,0.000000000000000000e+00,1.562765912913396116e-01,5.144331487028780403e-02,1.448918159123868373e-03,4.187565372919962309e-02,1.394993313479746255e-02,9.990254396111677426e-01,1.805912183184322828e+01,4.968779969116854384e-05,-5.666698264345855523e-05,0.000000000000000000e+00
-1.939110352223819087e-03,7.846038732142927939e-04,0.000000000000000000e+00,-8.136954109892904907e-02,-2.687017040305967469e-02,9.987727666350347810e-01,3.724600415270890269e-04,-3.842481637341182889e-04,0.000000000000000000e+00,1.563463858722770328e-01,5.151528922683499406e-02,5.359214083384423446e-04,4.710645070964265824e-02,1.568988022559253750e-02,9.987666443970015795e-01,1.805893449319350452e+01,4.941439519156562058e-05,-5.607350990130709396e-05,0.000000000000000000e+00
-1.926667164170752910e-03,7.717641547876681217e-04,0.000000000000000000e+00,-7.615687027826142930e-02,-2.515183430040681886e-02,9.987750957566458032e-01,3.740979451535511742e-04,-3.860973502469205098e-04,0.000000000000000000e+00,1.564118841947944316e-01,5.158283550429356573e-02,-3.771142891728838345e-04,5.233595624294382076e-02,1.742848852081215968e-02,9.984774386394599244e-01,1.805874925420755162e+01,4.913710879386606753e-05,-5.547559538406363143e-05,0.000000000000000000e+00
